dt,bend_users,nftfi_users,pine_users,arcade_users,jpegd_users,drops_users,x2y2_users,paraspace_users,cumu_bend_users,cumu_nftfi_users,cumu_pine_users,cumu_arcade_users,cumu_jpegd_users,cumu_drops_users,cumu_x2y2_users,cumu_paraspace_users
2022-02-04 00:00,0,0,0,1,0,0,0,0,0,3546,17,32,0,0,0,0
2022-02-04 00:00,0,26,0,0,0,0,0,0,0,3572,17,32,0,0,0,0
2022-02-03 00:00,0,37,0,0,0,0,0,0,0,3546,17,31,0,0,0,0
2022-02-02 00:00,0,27,0,0,0,0,0,0,0,3509,17,31,0,0,0,0
2022-02-01 00:00,0,35,0,0,0,0,0,0,0,3482,17,31,0,0,0,0
2022-01-31 00:00,0,36,0,0,0,0,0,0,0,3447,17,31,0,0,0,0
2022-01-31 00:00,0,0,0,2,0,0,0,0,0,3411,17,31,0,0,0,0
2022-01-30 00:00,0,0,0,1,0,0,0,0,0,3387,16,29,0,0,0,0
2022-01-30 00:00,0,0,1,0,0,0,0,0,0,3411,17,29,0,0,0,0
2022-01-30 00:00,0,24,0,0,0,0,0,0,0,3411,16,29,0,0,0,0
2022-01-29 00:00,0,0,3,0,0,0,0,0,0,3387,16,28,0,0,0,0
2022-01-29 00:00,0,35,0,0,0,0,0,0,0,3387,13,28,0,0,0,0
2022-01-28 00:00,0,33,0,0,0,0,0,0,0,3352,13,28,0,0,0,0
2022-01-28 00:00,0,0,0,1,0,0,0,0,0,3319,13,28,0,0,0,0
2022-01-27 00:00,0,0,0,2,0,0,0,0,0,3319,13,27,0,0,0,0
2022-01-27 00:00,0,34,0,0,0,0,0,0,0,3319,13,25,0,0,0,0
2022-01-26 00:00,0,0,1,0,0,0,0,0,0,3285,13,25,0,0,0,0
2022-01-26 00:00,0,28,0,0,0,0,0,0,0,3285,12,25,0,0,0,0
2022-01-25 00:00,0,0,1,0,0,0,0,0,0,3233,12,25,0,0,0,0
2022-01-25 00:00,0,24,0,0,0,0,0,0,0,3257,12,25,0,0,0,0
2022-01-25 00:00,0,0,0,1,0,0,0,0,0,3233,11,25,0,0,0,0
2022-01-24 00:00,0,0,1,0,0,0,0,0,0,3233,11,24,0,0,0,0
2022-01-24 00:00,0,25,0,0,0,0,0,0,0,3233,10,24,0,0,0,0
2022-01-23 00:00,0,21,0,0,0,0,0,0,0,3208,10,24,0,0,0,0
2022-01-23 00:00,0,0,1,0,0,0,0,0,0,3187,10,24,0,0,0,0
2022-01-22 00:00,0,23,0,0,0,0,0,0,0,3187,9,24,0,0,0,0
2022-01-22 00:00,0,0,0,2,0,0,0,0,0,3164,9,24,0,0,0,0
2022-01-21 00:00,0,0,1,0,0,0,0,0,0,3164,9,22,0,0,0,0
2022-01-21 00:00,0,16,0,0,0,0,0,0,0,3164,8,22,0,0,0,0
2022-01-20 00:00,0,0,0,1,0,0,0,0,0,3122,8,22,0,0,0,0
2022-01-20 00:00,0,26,0,0,0,0,0,0,0,3148,8,22,0,0,0,0
2022-01-20 00:00,0,0,3,0,0,0,0,0,0,3122,8,21,0,0,0,0
2022-01-19 00:00,0,24,0,0,0,0,0,0,0,3122,5,21,0,0,0,0
2022-01-18 00:00,0,17,0,0,0,0,0,0,0,3098,5,21,0,0,0,0
2022-01-17 00:00,0,23,0,0,0,0,0,0,0,3081,4,21,0,0,0,0
2022-01-17 00:00,0,0,1,0,0,0,0,0,0,3081,5,21,0,0,0,0
2022-01-16 00:00,0,20,0,0,0,0,0,0,0,3058,4,21,0,0,0,0
2022-01-15 00:00,0,0,0,1,0,0,0,0,0,3013,4,21,0,0,0,0
2022-01-15 00:00,0,25,0,0,0,0,0,0,0,3038,4,21,0,0,0,0
2022-01-14 00:00,0,22,0,0,0,0,0,0,0,3013,4,20,0,0,0,0
2022-01-13 00:00,0,18,0,0,0,0,0,0,0,2991,4,20,0,0,0,0
2022-01-12 00:00,0,17,0,0,0,0,0,0,0,2973,4,20,0,0,0,0
2022-01-12 00:00,0,0,0,1,0,0,0,0,0,2956,4,20,0,0,0,0
2022-01-11 00:00,0,25,0,0,0,0,0,0,0,2956,4,19,0,0,0,0
2022-01-10 00:00,0,19,0,0,0,0,0,0,0,2931,4,19,0,0,0,0
2022-01-09 00:00,0,19,0,0,0,0,0,0,0,2912,4,19,0,0,0,0
2022-01-08 00:00,0,15,0,0,0,0,0,0,0,2893,4,19,0,0,0,0
2022-01-08 00:00,0,0,1,0,0,0,0,0,0,2878,4,19,0,0,0,0
2022-01-07 00:00,0,22,0,0,0,0,0,0,0,2878,3,19,0,0,0,0
2022-01-06 00:00,0,23,0,0,0,0,0,0,0,2856,3,19,0,0,0,0
2022-01-05 00:00,0,24,0,0,0,0,0,0,0,2833,3,19,0,0,0,0
2022-01-04 00:00,0,22,0,0,0,0,0,0,0,2809,3,19,0,0,0,0
2022-01-03 00:00,0,24,0,0,0,0,0,0,0,2787,3,19,0,0,0,0
2022-01-03 00:00,0,0,2,0,0,0,0,0,0,2763,3,19,0,0,0,0
2022-01-02 00:00,0,23,0,0,0,0,0,0,0,2763,0,19,0,0,0,0
2022-01-02 00:00,0,0,1,0,0,0,0,0,0,2763,1,19,0,0,0,0
2022-01-01 00:00,0,14,0,0,0,0,0,0,0,2740,0,19,0,0,0,0
2021-12-31 00:00,0,22,0,0,0,0,0,0,0,2726,0,19,0,0,0,0
2021-12-30 00:00,0,14,0,0,0,0,0,0,0,2704,0,19,0,0,0,0
2021-12-29 00:00,0,17,0,0,0,0,0,0,0,2690,0,19,0,0,0,0
2021-12-28 00:00,0,23,0,0,0,0,0,0,0,2673,0,19,0,0,0,0
2021-12-27 00:00,0,22,0,0,0,0,0,0,0,2650,0,19,0,0,0,0
2021-12-26 00:00,0,20,0,0,0,0,0,0,0,2628,0,19,0,0,0,0
2021-12-25 00:00,0,13,0,0,0,0,0,0,0,2608,0,19,0,0,0,0
2021-12-24 00:00,0,17,0,0,0,0,0,0,0,2595,0,19,0,0,0,0
2021-12-23 00:00,0,17,0,0,0,0,0,0,0,2578,0,19,0,0,0,0
2021-12-22 00:00,0,14,0,0,0,0,0,0,0,2561,0,19,0,0,0,0
2021-12-21 00:00,0,20,0,0,0,0,0,0,0,2547,0,19,0,0,0,0
2021-12-20 00:00,0,0,0,1,0,0,0,0,0,2511,0,19,0,0,0,0
2021-12-20 00:00,0,16,0,0,0,0,0,0,0,2527,0,19,0,0,0,0
2021-12-19 00:00,0,47,0,0,0,0,0,0,0,2511,0,18,0,0,0,0
2021-12-18 00:00,0,15,0,0,0,0,0,0,0,2464,0,18,0,0,0,0
2021-12-17 00:00,0,17,0,0,0,0,0,0,0,2449,0,18,0,0,0,0
2021-12-17 00:00,0,0,0,1,0,0,0,0,0,2432,0,18,0,0,0,0
2021-12-16 00:00,0,10,0,0,0,0,0,0,0,2432,0,17,0,0,0,0
2021-12-15 00:00,0,23,0,0,0,0,0,0,0,2422,0,17,0,0,0,0
2021-12-14 00:00,0,21,0,0,0,0,0,0,0,2399,0,17,0,0,0,0
2021-12-13 00:00,0,15,0,0,0,0,0,0,0,2378,0,17,0,0,0,0
2021-12-12 00:00,0,13,0,0,0,0,0,0,0,2363,0,17,0,0,0,0
2021-12-11 00:00,0,0,0,1,0,0,0,0,0,2350,0,17,0,0,0,0
2021-12-11 00:00,0,12,0,0,0,0,0,0,0,2350,0,16,0,0,0,0
2021-12-10 00:00,0,0,0,2,0,0,0,0,0,2338,0,16,0,0,0,0
2021-12-10 00:00,0,17,0,0,0,0,0,0,0,2338,0,14,0,0,0,0
2021-12-09 00:00,0,17,0,0,0,0,0,0,0,2321,0,14,0,0,0,0
2021-12-08 00:00,0,11,0,0,0,0,0,0,0,2304,0,14,0,0,0,0
2021-12-07 00:00,0,13,0,0,0,0,0,0,0,2293,0,14,0,0,0,0
2021-12-06 00:00,0,12,0,0,0,0,0,0,0,2280,0,14,0,0,0,0
2021-12-05 00:00,0,15,0,0,0,0,0,0,0,2268,0,14,0,0,0,0
2021-12-04 00:00,0,11,0,0,0,0,0,0,0,2253,0,14,0,0,0,0
2021-12-03 00:00,0,15,0,0,0,0,0,0,0,2242,0,14,0,0,0,0
2021-12-02 00:00,0,15,0,0,0,0,0,0,0,2227,0,14,0,0,0,0
2021-12-01 00:00,0,0,0,2,0,0,0,0,0,2212,0,14,0,0,0,0
2021-12-01 00:00,0,26,0,0,0,0,0,0,0,2212,0,12,0,0,0,0
2021-11-30 00:00,0,19,0,0,0,0,0,0,0,2186,0,12,0,0,0,0
2021-11-30 00:00,0,0,0,1,0,0,0,0,0,2167,0,12,0,0,0,0
2021-11-29 00:00,0,0,0,1,0,0,0,0,0,2167,0,11,0,0,0,0
2021-11-29 00:00,0,22,0,0,0,0,0,0,0,2167,0,10,0,0,0,0
2021-11-28 00:00,0,10,0,0,0,0,0,0,0,2145,0,10,0,0,0,0
2021-11-27 00:00,0,16,0,0,0,0,0,0,0,2135,0,10,0,0,0,0
2021-11-26 00:00,0,7,0,0,0,0,0,0,0,2119,0,10,0,0,0,0
2021-11-26 00:00,0,0,0,1,0,0,0,0,0,2112,0,10,0,0,0,0
2021-11-25 00:00,0,21,0,0,0,0,0,0,0,2112,0,9,0,0,0,0
2021-11-24 00:00,0,15,0,0,0,0,0,0,0,2091,0,9,0,0,0,0
2021-11-23 00:00,0,17,0,0,0,0,0,0,0,2076,0,9,0,0,0,0
2021-11-22 00:00,0,15,0,0,0,0,0,0,0,2059,0,9,0,0,0,0
2021-11-21 00:00,0,11,0,0,0,0,0,0,0,2044,0,9,0,0,0,0
2021-11-20 00:00,0,10,0,0,0,0,0,0,0,2033,0,9,0,0,0,0
2021-11-19 00:00,0,24,0,0,0,0,0,0,0,2023,0,9,0,0,0,0
2021-11-18 00:00,0,24,0,0,0,0,0,0,0,1999,0,9,0,0,0,0
2021-11-17 00:00,0,15,0,0,0,0,0,0,0,1975,0,9,0,0,0,0
2021-11-16 00:00,0,21,0,0,0,0,0,0,0,1960,0,9,0,0,0,0
2021-11-15 00:00,0,17,0,0,0,0,0,0,0,1939,0,9,0,0,0,0
2021-11-14 00:00,0,19,0,0,0,0,0,0,0,1922,0,9,0,0,0,0
2021-11-13 00:00,0,16,0,0,0,0,0,0,0,1903,0,9,0,0,0,0
2021-11-12 00:00,0,17,0,0,0,0,0,0,0,1887,0,9,0,0,0,0
2021-11-11 00:00,0,14,0,0,0,0,0,0,0,1870,0,9,0,0,0,0
2021-11-10 00:00,0,7,0,0,0,0,0,0,0,1856,0,9,0,0,0,0
2021-11-09 00:00,0,8,0,0,0,0,0,0,0,1849,0,9,0,0,0,0
2021-11-08 00:00,0,16,0,0,0,0,0,0,0,1841,0,9,0,0,0,0
2021-11-07 00:00,0,13,0,0,0,0,0,0,0,1825,0,9,0,0,0,0
2021-11-06 00:00,0,11,0,0,0,0,0,0,0,1812,0,9,0,0,0,0
2021-11-05 00:00,0,16,0,0,0,0,0,0,0,1801,0,9,0,0,0,0
2021-11-04 00:00,0,12,0,0,0,0,0,0,0,1785,0,9,0,0,0,0
2021-11-03 00:00,0,12,0,0,0,0,0,0,0,1773,0,9,0,0,0,0
2021-11-02 00:00,0,9,0,0,0,0,0,0,0,1761,0,9,0,0,0,0
2021-11-01 00:00,0,13,0,0,0,0,0,0,0,1752,0,9,0,0,0,0
2021-10-31 00:00,0,8,0,0,0,0,0,0,0,1739,0,9,0,0,0,0
2021-10-30 00:00,0,7,0,0,0,0,0,0,0,1731,0,9,0,0,0,0
2021-10-29 00:00,0,18,0,0,0,0,0,0,0,1724,0,9,0,0,0,0
2021-10-28 00:00,0,12,0,0,0,0,0,0,0,1706,0,9,0,0,0,0
2021-10-27 00:00,0,12,0,0,0,0,0,0,0,1694,0,9,0,0,0,0
2021-10-26 00:00,0,12,0,0,0,0,0,0,0,1682,0,9,0,0,0,0
2021-10-25 00:00,0,8,0,0,0,0,0,0,0,1670,0,9,0,0,0,0
2021-10-25 00:00,0,0,0,1,0,0,0,0,0,1662,0,9,0,0,0,0
2021-10-24 00:00,0,22,0,0,0,0,0,0,0,1662,0,8,0,0,0,0
2021-10-23 00:00,0,10,0,0,0,0,0,0,0,1640,0,8,0,0,0,0
2021-10-22 00:00,0,12,0,0,0,0,0,0,0,1630,0,8,0,0,0,0
2021-10-21 00:00,0,18,0,0,0,0,0,0,0,1618,0,8,0,0,0,0
2021-10-20 00:00,0,13,0,0,0,0,0,0,0,1600,0,8,0,0,0,0
2021-10-19 00:00,0,15,0,0,0,0,0,0,0,1587,0,8,0,0,0,0
2021-10-18 00:00,0,10,0,0,0,0,0,0,0,1572,0,8,0,0,0,0
2021-10-18 00:00,0,0,0,1,0,0,0,0,0,1562,0,8,0,0,0,0
2021-10-17 00:00,0,17,0,0,0,0,0,0,0,1562,0,7,0,0,0,0
2021-10-16 00:00,0,8,0,0,0,0,0,0,0,1545,0,7,0,0,0,0
2021-10-15 00:00,0,15,0,0,0,0,0,0,0,1537,0,7,0,0,0,0
2021-10-14 00:00,0,12,0,0,0,0,0,0,0,1522,0,7,0,0,0,0
2021-10-13 00:00,0,0,0,1,0,0,0,0,0,1510,0,7,0,0,0,0
2021-10-13 00:00,0,15,0,0,0,0,0,0,0,1510,0,6,0,0,0,0
2021-10-12 00:00,0,14,0,0,0,0,0,0,0,1495,0,6,0,0,0,0
2021-10-11 00:00,0,18,0,0,0,0,0,0,0,1481,0,6,0,0,0,0
2021-10-10 00:00,0,13,0,0,0,0,0,0,0,1463,0,6,0,0,0,0
2021-10-09 00:00,0,10,0,0,0,0,0,0,0,1450,0,6,0,0,0,0
2021-10-08 00:00,0,10,0,0,0,0,0,0,0,1440,0,6,0,0,0,0
2021-10-07 00:00,0,11,0,0,0,0,0,0,0,1430,0,6,0,0,0,0
2021-10-06 00:00,0,3,0,0,0,0,0,0,0,1419,0,6,0,0,0,0
2021-10-05 00:00,0,8,0,0,0,0,0,0,0,1416,0,6,0,0,0,0
2021-10-04 00:00,0,6,0,0,0,0,0,0,0,1408,0,6,0,0,0,0
2021-10-03 00:00,0,10,0,0,0,0,0,0,0,1402,0,6,0,0,0,0
2021-10-02 00:00,0,8,0,0,0,0,0,0,0,1392,0,6,0,0,0,0
2021-10-01 00:00,0,10,0,0,0,0,0,0,0,1384,0,6,0,0,0,0
2021-09-30 00:00,0,13,0,0,0,0,0,0,0,1374,0,6,0,0,0,0
2021-09-29 00:00,0,7,0,0,0,0,0,0,0,1361,0,6,0,0,0,0
2021-09-28 00:00,0,13,0,0,0,0,0,0,0,1354,0,6,0,0,0,0
2021-09-27 00:00,0,14,0,0,0,0,0,0,0,1341,0,6,0,0,0,0
2021-09-26 00:00,0,9,0,0,0,0,0,0,0,1327,0,6,0,0,0,0
2021-09-25 00:00,0,11,0,0,0,0,0,0,0,1318,0,6,0,0,0,0
2021-09-24 00:00,0,7,0,0,0,0,0,0,0,1307,0,6,0,0,0,0
2021-09-23 00:00,0,1,0,0,0,0,0,0,0,1300,0,6,0,0,0,0
2021-09-22 00:00,0,9,0,0,0,0,0,0,0,1299,0,6,0,0,0,0
2021-09-21 00:00,0,0,0,1,0,0,0,0,0,1290,0,6,0,0,0,0
2021-09-21 00:00,0,10,0,0,0,0,0,0,0,1290,0,5,0,0,0,0
2021-09-20 00:00,0,9,0,0,0,0,0,0,0,1280,0,5,0,0,0,0
2021-09-19 00:00,0,6,0,0,0,0,0,0,0,1271,0,5,0,0,0,0
2021-09-18 00:00,0,6,0,0,0,0,0,0,0,1265,0,5,0,0,0,0
2021-09-17 00:00,0,9,0,0,0,0,0,0,0,1259,0,5,0,0,0,0
2021-09-16 00:00,0,8,0,0,0,0,0,0,0,1250,0,5,0,0,0,0
2021-09-15 00:00,0,9,0,0,0,0,0,0,0,1242,0,5,0,0,0,0
2021-09-14 00:00,0,12,0,0,0,0,0,0,0,1233,0,5,0,0,0,0
2021-09-13 00:00,0,5,0,0,0,0,0,0,0,1221,0,5,0,0,0,0
2021-09-12 00:00,0,6,0,0,0,0,0,0,0,1216,0,5,0,0,0,0
2021-09-11 00:00,0,8,0,0,0,0,0,0,0,1210,0,5,0,0,0,0
2021-09-10 00:00,0,2,0,0,0,0,0,0,0,1202,0,5,0,0,0,0
2021-09-09 00:00,0,7,0,0,0,0,0,0,0,1200,0,5,0,0,0,0
2021-09-09 00:00,0,0,0,1,0,0,0,0,0,1193,0,5,0,0,0,0
2021-09-08 00:00,0,0,0,1,0,0,0,0,0,1186,0,4,0,0,0,0
2021-09-08 00:00,0,7,0,0,0,0,0,0,0,1193,0,4,0,0,0,0
2021-09-07 00:00,0,8,0,0,0,0,0,0,0,1186,0,3,0,0,0,0
2021-09-06 00:00,0,5,0,0,0,0,0,0,0,1178,0,3,0,0,0,0
2021-09-05 00:00,0,6,0,0,0,0,0,0,0,1173,0,3,0,0,0,0
2021-09-04 00:00,0,4,0,0,0,0,0,0,0,1167,0,3,0,0,0,0
2021-09-03 00:00,0,10,0,0,0,0,0,0,0,1163,0,3,0,0,0,0
2021-09-02 00:00,0,18,0,0,0,0,0,0,0,1153,0,3,0,0,0,0
2021-09-02 00:00,0,0,0,1,0,0,0,0,0,1135,0,3,0,0,0,0
2021-09-01 00:00,0,5,0,0,0,0,0,0,0,1135,0,2,0,0,0,0
2021-09-01 00:00,0,0,0,1,0,0,0,0,0,1130,0,2,0,0,0,0
2021-08-31 00:00,0,0,0,1,0,0,0,0,0,1130,0,1,0,0,0,0
2021-08-31 00:00,0,8,0,0,0,0,0,0,0,1130,0,0,0,0,0,0
2021-08-30 00:00,0,12,0,0,0,0,0,0,0,1122,0,0,0,0,0,0
2021-08-29 00:00,0,8,0,0,0,0,0,0,0,1110,0,0,0,0,0,0
2021-08-28 00:00,0,10,0,0,0,0,0,0,0,1102,0,0,0,0,0,0
2021-08-27 00:00,0,12,0,0,0,0,0,0,0,1092,0,0,0,0,0,0
2021-08-26 00:00,0,4,0,0,0,0,0,0,0,1080,0,0,0,0,0,0
2021-08-25 00:00,0,6,0,0,0,0,0,0,0,1076,0,0,0,0,0,0
2021-08-24 00:00,0,10,0,0,0,0,0,0,0,1070,0,0,0,0,0,0
2021-08-23 00:00,0,9,0,0,0,0,0,0,0,1060,0,0,0,0,0,0
2021-08-22 00:00,0,12,0,0,0,0,0,0,0,1051,0,0,0,0,0,0
2021-08-21 00:00,0,13,0,0,0,0,0,0,0,1039,0,0,0,0,0,0
2021-08-20 00:00,0,7,0,0,0,0,0,0,0,1026,0,0,0,0,0,0
2021-08-19 00:00,0,5,0,0,0,0,0,0,0,1019,0,0,0,0,0,0
2021-08-18 00:00,0,8,0,0,0,0,0,0,0,1014,0,0,0,0,0,0
2021-08-17 00:00,0,7,0,0,0,0,0,0,0,1006,0,0,0,0,0,0
2021-08-16 00:00,0,7,0,0,0,0,0,0,0,999,0,0,0,0,0,0
2021-08-15 00:00,0,10,0,0,0,0,0,0,0,992,0,0,0,0,0,0
2021-08-14 00:00,0,11,0,0,0,0,0,0,0,982,0,0,0,0,0,0
2021-08-13 00:00,0,6,0,0,0,0,0,0,0,971,0,0,0,0,0,0
2021-08-12 00:00,0,8,0,0,0,0,0,0,0,965,0,0,0,0,0,0
2021-08-11 00:00,0,5,0,0,0,0,0,0,0,957,0,0,0,0,0,0
2021-08-10 00:00,0,9,0,0,0,0,0,0,0,952,0,0,0,0,0,0
2021-08-09 00:00,0,8,0,0,0,0,0,0,0,943,0,0,0,0,0,0
2021-08-08 00:00,0,11,0,0,0,0,0,0,0,935,0,0,0,0,0,0
2021-08-07 00:00,0,7,0,0,0,0,0,0,0,924,0,0,0,0,0,0
2021-08-06 00:00,0,12,0,0,0,0,0,0,0,917,0,0,0,0,0,0
2021-08-05 00:00,0,8,0,0,0,0,0,0,0,905,0,0,0,0,0,0
2021-08-04 00:00,0,12,0,0,0,0,0,0,0,897,0,0,0,0,0,0
2021-08-03 00:00,0,6,0,0,0,0,0,0,0,885,0,0,0,0,0,0
2021-08-02 00:00,0,11,0,0,0,0,0,0,0,879,0,0,0,0,0,0
2021-08-01 00:00,0,10,0,0,0,0,0,0,0,868,0,0,0,0,0,0
2021-07-31 00:00,0,9,0,0,0,0,0,0,0,858,0,0,0,0,0,0
2021-07-30 00:00,0,3,0,0,0,0,0,0,0,849,0,0,0,0,0,0
2021-07-29 00:00,0,7,0,0,0,0,0,0,0,846,0,0,0,0,0,0
2021-07-28 00:00,0,14,0,0,0,0,0,0,0,839,0,0,0,0,0,0
2021-07-27 00:00,0,6,0,0,0,0,0,0,0,825,0,0,0,0,0,0
2021-07-26 00:00,0,10,0,0,0,0,0,0,0,819,0,0,0,0,0,0
2021-07-25 00:00,0,8,0,0,0,0,0,0,0,809,0,0,0,0,0,0
2021-07-24 00:00,0,6,0,0,0,0,0,0,0,801,0,0,0,0,0,0
2021-07-23 00:00,0,9,0,0,0,0,0,0,0,795,0,0,0,0,0,0
2021-07-22 00:00,0,12,0,0,0,0,0,0,0,786,0,0,0,0,0,0
2021-07-21 00:00,0,8,0,0,0,0,0,0,0,774,0,0,0,0,0,0
2021-07-20 00:00,0,3,0,0,0,0,0,0,0,766,0,0,0,0,0,0
2021-07-19 00:00,0,7,0,0,0,0,0,0,0,763,0,0,0,0,0,0
2021-07-18 00:00,0,3,0,0,0,0,0,0,0,756,0,0,0,0,0,0
2021-07-17 00:00,0,6,0,0,0,0,0,0,0,753,0,0,0,0,0,0
2021-07-16 00:00,0,6,0,0,0,0,0,0,0,747,0,0,0,0,0,0
2021-07-15 00:00,0,2,0,0,0,0,0,0,0,741,0,0,0,0,0,0
2021-07-14 00:00,0,2,0,0,0,0,0,0,0,739,0,0,0,0,0,0
2021-07-13 00:00,0,4,0,0,0,0,0,0,0,737,0,0,0,0,0,0
2021-07-12 00:00,0,6,0,0,0,0,0,0,0,733,0,0,0,0,0,0
2021-07-11 00:00,0,2,0,0,0,0,0,0,0,727,0,0,0,0,0,0
2021-07-10 00:00,0,6,0,0,0,0,0,0,0,725,0,0,0,0,0,0
2021-07-09 00:00,0,6,0,0,0,0,0,0,0,719,0,0,0,0,0,0
2021-07-08 00:00,0,5,0,0,0,0,0,0,0,713,0,0,0,0,0,0
2021-07-07 00:00,0,5,0,0,0,0,0,0,0,708,0,0,0,0,0,0
2021-07-06 00:00,0,4,0,0,0,0,0,0,0,703,0,0,0,0,0,0
2021-07-05 00:00,0,4,0,0,0,0,0,0,0,699,0,0,0,0,0,0
2021-07-04 00:00,0,2,0,0,0,0,0,0,0,695,0,0,0,0,0,0
2021-07-03 00:00,0,2,0,0,0,0,0,0,0,693,0,0,0,0,0,0
2021-07-02 00:00,0,5,0,0,0,0,0,0,0,691,0,0,0,0,0,0
2021-07-01 00:00,0,1,0,0,0,0,0,0,0,686,0,0,0,0,0,0
2021-06-30 00:00,0,6,0,0,0,0,0,0,0,685,0,0,0,0,0,0
2021-06-29 00:00,0,2,0,0,0,0,0,0,0,679,0,0,0,0,0,0
2021-06-28 00:00,0,5,0,0,0,0,0,0,0,677,0,0,0,0,0,0
2021-06-27 00:00,0,4,0,0,0,0,0,0,0,672,0,0,0,0,0,0
2021-06-26 00:00,0,2,0,0,0,0,0,0,0,668,0,0,0,0,0,0
2021-06-25 00:00,0,4,0,0,0,0,0,0,0,666,0,0,0,0,0,0
2021-06-24 00:00,0,2,0,0,0,0,0,0,0,662,0,0,0,0,0,0
2021-06-23 00:00,0,4,0,0,0,0,0,0,0,660,0,0,0,0,0,0
2021-06-22 00:00,0,8,0,0,0,0,0,0,0,656,0,0,0,0,0,0
2021-06-21 00:00,0,6,0,0,0,0,0,0,0,648,0,0,0,0,0,0
2021-06-20 00:00,0,4,0,0,0,0,0,0,0,642,0,0,0,0,0,0
2021-06-19 00:00,0,3,0,0,0,0,0,0,0,638,0,0,0,0,0,0
2021-06-18 00:00,0,3,0,0,0,0,0,0,0,635,0,0,0,0,0,0
2021-06-17 00:00,0,5,0,0,0,0,0,0,0,632,0,0,0,0,0,0
2021-06-16 00:00,0,2,0,0,0,0,0,0,0,627,0,0,0,0,0,0
2021-06-15 00:00,0,4,0,0,0,0,0,0,0,625,0,0,0,0,0,0
2021-06-13 00:00,0,1,0,0,0,0,0,0,0,621,0,0,0,0,0,0
2021-06-12 00:00,0,1,0,0,0,0,0,0,0,620,0,0,0,0,0,0
2021-06-11 00:00,0,3,0,0,0,0,0,0,0,619,0,0,0,0,0,0
2021-06-10 00:00,0,4,0,0,0,0,0,0,0,616,0,0,0,0,0,0
2021-06-09 00:00,0,2,0,0,0,0,0,0,0,612,0,0,0,0,0,0
2021-06-08 00:00,0,2,0,0,0,0,0,0,0,610,0,0,0,0,0,0
2021-06-07 00:00,0,1,0,0,0,0,0,0,0,608,0,0,0,0,0,0
2021-06-06 00:00,0,2,0,0,0,0,0,0,0,607,0,0,0,0,0,0
2021-06-05 00:00,0,2,0,0,0,0,0,0,0,605,0,0,0,0,0,0
2021-06-04 00:00,0,1,0,0,0,0,0,0,0,603,0,0,0,0,0,0
2021-06-03 00:00,0,2,0,0,0,0,0,0,0,602,0,0,0,0,0,0
2021-06-02 00:00,0,3,0,0,0,0,0,0,0,600,0,0,0,0,0,0
2021-06-01 00:00,0,2,0,0,0,0,0,0,0,597,0,0,0,0,0,0
2021-05-31 00:00,0,3,0,0,0,0,0,0,0,595,0,0,0,0,0,0
2021-05-30 00:00,0,3,0,0,0,0,0,0,0,592,0,0,0,0,0,0
2021-05-29 00:00,0,1,0,0,0,0,0,0,0,589,0,0,0,0,0,0
2021-05-28 00:00,0,3,0,0,0,0,0,0,0,588,0,0,0,0,0,0
2021-05-27 00:00,0,1,0,0,0,0,0,0,0,585,0,0,0,0,0,0
2021-05-26 00:00,0,1,0,0,0,0,0,0,0,584,0,0,0,0,0,0
2021-05-25 00:00,0,3,0,0,0,0,0,0,0,583,0,0,0,0,0,0
2021-05-24 00:00,0,5,0,0,0,0,0,0,0,580,0,0,0,0,0,0
2021-05-23 00:00,0,1,0,0,0,0,0,0,0,575,0,0,0,0,0,0
2021-05-22 00:00,0,1,0,0,0,0,0,0,0,574,0,0,0,0,0,0
2021-05-21 00:00,0,2,0,0,0,0,0,0,0,573,0,0,0,0,0,0
2021-05-20 00:00,0,1,0,0,0,0,0,0,0,571,0,0,0,0,0,0
2021-05-19 00:00,0,4,0,0,0,0,0,0,0,570,0,0,0,0,0,0
2021-05-18 00:00,0,2,0,0,0,0,0,0,0,566,0,0,0,0,0,0
2021-05-17 00:00,0,3,0,0,0,0,0,0,0,564,0,0,0,0,0,0
